date,return
2020-01-02,0.007330391363686869
2020-01-03,-0.0062514321790686864
2020-01-06,0.004172589387821965
2020-01-07,-0.00200970571340201
2020-01-08,0.00577519942318276
2020-01-09,0.006814255075083582
2020-01-10,-0.003502791112421544
2020-01-13,0.006661870334539554
2020-01-14,-0.0009287188330870143
2020-01-15,0.0012960522782923842
2020-01-16,0.007922654848943006
2020-01-17,0.003973145328380168
2020-01-21,-0.002258982323745279
2020-01-22,0.0016670368632739421
2020-01-23,0.0015056506966664401
2020-01-24,-0.008641132547615782
2020-01-27,-0.014080368856388144
2020-01-28,0.007708664290484963
2020-01-29,-0.0034424669368821213
2020-01-30,0.0036726329317013744
2020-01-31,-0.01705485247858521
2020-02-03,0.008201697598164888
2020-02-04,0.013896611895898837
2020-02-05,0.009961217775645199
2020-02-06,0.0022728900766289008
2020-02-07,-0.004949511239614808
2020-02-10,0.006591496372889246
2020-02-11,0.003942271189751563
2020-02-12,0.005910134865333793
2020-02-13,0.0002306648598210914
2020-02-14,0.0026023954498590775
2020-02-18,-0.002353190414302055
2020-02-19,0.005501794347741179
2020-02-20,-0.004478008525793893
2020-02-21,-0.007957097680041126
2020-02-24,-0.03189775613565415
2020-02-25,-0.030934179890696908
2020-02-26,-0.0038570107609862533
2020-02-27,-0.04047326076599489
2020-02-28,-0.010946728968511324
2020-03-02,0.045139966398220065
2020-03-03,-0.027695687250540592
2020-03-04,0.04420708042016997
2020-03-05,-0.03476046499650086
2020-03-06,-0.01469180278453697
2020-03-09,-0.07600424390341527
2020-03-10,0.04868254991557264
2020-03-11,-0.04706640448071995
2020-03-12,-0.09674691421266877
2020-03-13,0.09504568329639687
2020-03-16,-0.12146662752335799
2020-03-17,0.0580630623307107
2020-03-18,-0.056627881572504056
2020-03-19,0.011459400611886779
2020-03-20,-0.04095602327858006
2020-03-23,-0.037221328107677865
2020-03-24,0.10385810823890194
2020-03-25,0.020047793498701415
2020-03-26,0.06559051064775838
2020-03-27,-0.03305636277470552
2020-03-30,0.03166001011427632
2020-03-31,-0.012204368399417477
2020-04-01,-0.04480671674351906
2020-04-02,0.027304384717248376
2020-04-03,-0.017052321269712394
2020-04-06,0.06911054945215535
2020-04-07,-0.004490064712538356
2020-04-08,0.03441681280417135
2020-04-09,0.013639972316614346
2020-04-13,-0.01018577060292661
2020-04-14,0.028047398185948834
2020-04-15,-0.019842705940774176
2020-04-16,0.005013449848008346
2020-04-17,0.030667106187003638
2020-04-20,-0.018858624999485908
2020-04-21,-0.032295739966616985
2020-04-22,0.021427631465869016
2020-04-23,-0.0016138981962958228
