,0
2023-11-07,0.0013239621947904847
2023-11-08,-0.000502408485451313
2023-11-09,-0.0057266905197277135
2023-11-10,0.009770070473106506
2023-11-13,0.0007714641833274237
2023-11-14,0.010207117279497805
2023-11-15,0.0011157408037467324
2023-11-16,-0.0008323061436451648
2023-11-17,0.001718150690450837
2023-11-20,0.005207968833319243
2023-11-21,-0.0010908022681075343
2023-11-22,0.002368289157304196
2023-11-24,0.0008057888987252518
2023-11-27,-0.0020597005698192736
2023-11-28,-0.000720927409771893
2023-11-29,0.0007261822274509495
2023-11-30,0.004594318188923588
2023-12-01,0.0025845473648132187
2023-12-04,-0.0027551772939178407
2023-12-05,-0.0010207116922121742
2023-12-06,-0.002092053805164517
2023-12-07,0.005672879403188183
2023-12-08,0.0017047322048169642
2023-12-11,0.005910071788458275
2023-12-12,0.004233747960090319
2023-12-13,0.010513383928363177
2023-12-14,0.0035643982244516707
2023-12-15,0.0008184257732031624
2023-12-18,0.0010155600333378008
2023-12-19,0.0031550854578232773
2023-12-20,-0.00867258154379717
2023-12-21,0.005472386782949552
2023-12-22,0.0010269566111555744
2023-12-26,0.0025141393999472206
2023-12-27,0.001306612530470059
2023-12-28,0.0004341537789852082
