date,return
2020-01-02,0.0
2020-01-03,0.0
2020-01-06,0.0
2020-01-07,0.0
2020-01-08,0.0
2020-01-09,0.0
2020-01-10,0.0
2020-01-13,0.0
2020-01-14,0.0
2020-01-15,0.0
2020-01-16,0.0
2020-01-17,0.0
2020-01-21,0.0
2020-01-22,0.0
2020-01-23,0.0
2020-01-24,0.0
2020-01-27,0.0
2020-01-28,0.0
2020-01-29,0.0
2020-01-30,0.0
2020-01-31,0.0
2020-02-03,-0.014547000000000252
2020-02-04,0.004151000000000016
2020-02-05,0.03237099999999993
2020-02-06,0.003449999999999953
2020-02-07,-0.017251000000000127
2020-02-10,0.0004370000000000207
2020-02-11,0.014361999999999986
2020-02-12,0.00831000000000004
2020-02-13,-0.015690000000000093
2020-02-14,0.007824000000000053
2020-02-18,-0.013229000000000046
2020-02-19,0.00289499999999987
2020-02-20,-0.004894999999999983
2020-02-21,-0.010279999999999734
2020-02-24,-0.0279100000000001
2020-02-25,-0.03736499999999998
2020-02-26,0.014367999999999936
2020-02-27,0.008056000000000285
2020-02-28,-0.006127000000000105
2020-03-02,0.025328000000000017
2020-03-03,-0.05084299999999997
2020-03-04,0.060175999999999785
2020-03-05,-0.016689999999999983
2020-03-06,0.014793999999999974
2020-03-09,-0.062415
2020-03-10,0.06414000000000009
2020-03-11,-0.039530000000000176
2020-03-12,-0.09277399999999991
2020-03-13,0.06063799999999997
2020-03-16,-0.07601599999999997
2020-03-17,0.026964999999999906
2020-03-18,0.019190999999999958
2020-03-19,0.0035760000000000236
2020-03-20,-0.09177499999999983
2020-03-23,-0.056209000000000064
2020-03-24,0.12598599999999993
2020-03-25,-0.008891000000000093
2020-03-26,0.03527400000000003
2020-03-27,-0.02158899999999997
2020-03-30,0.03377399999999997
2020-03-31,-0.008929999999999882
2020-04-01,-0.024687000000000014
2020-04-02,0.03582700000000005
2020-04-03,-0.029875000000000096
2020-04-06,0.051647999999999916
2020-04-07,0.02771900000000005
2020-04-08,0.03035999999999972
2020-04-09,-0.008120999999999934
2020-04-13,-0.009337999999999957
2020-04-14,0.02554600000000007
2020-04-15,-0.03316899999999989
2020-04-16,-0.001791000000000098
2020-04-17,0.010766000000000053
2020-04-20,-0.019050000000000233
2020-04-21,-0.014198999999999962
2020-04-22,0.013980000000000103
2020-04-23,0.005014000000000074
2020-04-24,0.01849899999999982
2020-04-27,0.04523799999999989
2020-04-28,0.025773000000000046
2020-04-29,-0.008564999999999934
2020-04-30,-0.027774000000000076
2020-05-01,-0.021853999999999818
2020-05-04,-0.0013460000000000694
